user_id,amount,device,location,transaction_hour,isFraud,Transaction Amount,Transaction Frequency,Time Since Last Transaction,Device Fingerprinting,Geo-Location Flags,Location-Inconsistent Transactions,Recipient Verification Status,Recipient Blacklist Status,VPN or Proxy Usage,Merchant Category Mismatch,Account Age,User Daily Limit Exceeded,Recent High-Value Transaction Flags,Past Fraudulent Behavior Flags,Normalized Transaction Amount,Fraud Complaints Count,Label
user_023,10.19,android,tashkent,21,0,10.19,5,919.44,a840ede2bd47,0,0,1,0,0,0,646,0,0,0,0.0027,0,0
user_490,9.25,ios,dubai,7,0,9.25,4,966.99,7bc8689b47c6,0,0,1,0,0,0,1549,0,0,0,0.0023,0,0
user_427,30.08,safari,samarkand,12,0,30.08,2,119.19,02ba98074f8d,0,0,1,0,0,0,2152,0,0,0,0.0104,1,0
user_061,21.26,ios,bukhara,9,0,21.26,12,105.69,1dbd48fb4aef,0,0,1,0,0,0,1755,0,0,0,0.007,1,0
user_143,128.13,chrome,fergana,16,0,128.13,6,1250.48,d0bec4aab213,0,0,1,0,0,1,1335,0,0,0,0.0484,0,0
user_021,48.49,safari,dubai,17,0,48.49,9,340.02,5303b570ddc3,0,0,0,0,0,0,3455,0,0,0,0.0175,0,0
user_512,68.63,android,almaty,18,0,68.63,12,853.59,a8dd950923fb,0,0,1,0,0,1,3054,0,0,0,0.0253,0,0
user_148,68.05,chrome,istanbul,0,0,68.05,1,910.79,cb53a0eeadd0,0,0,1,0,0,0,1748,0,0,0,0.0251,0,0
user_042,18.88,ios,tashkent,22,0,18.88,14,261.89,9607d31e0eb0,0,0,1,0,0,0,1928,0,0,0,0.006,0,0
user_050,76.23,windows,tashkent,9,0,76.23,7,1103.85,4af2a0055f06,0,0,0,0,0,0,1691,0,0,0,0.0283,0,0
user_474,24.91,android,istanbul,17,0,24.91,6,1250.98,77a23b719b43,0,0,1,0,0,0,2447,0,0,0,0.0084,0,0
user_229,21.97,chrome,samarkand,10,0,21.97,3,432.38,f8cb30cc57cc,0,0,1,0,0,1,3433,0,0,0,0.0072,1,0
user_311,116.98,ios,tashkent,0,0,116.98,1,1267.75,e2db40089a4d,0,0,1,0,0,0,2285,0,0,0,0.0441,0,0
user_576,21.95,android,dubai,14,0,21.95,13,144.26,2567d08a6a3e,0,0,1,0,0,0,2833,0,0,0,0.0072,0,0
user_188,92.69,android,tashkent,8,0,92.69,4,1158.65,c51c4044c9d6,0,0,1,0,0,0,1590,0,0,0,0.0347,1,0
user_494,73.7,android,samarkand,4,0,73.7,14,932.56,295e08b1c9ab,0,0,1,0,0,0,629,0,0,0,0.0273,0,0
user_039,32.0,ios,istanbul,10,0,32.0,9,852.19,1fecd4144c1e,0,0,1,0,0,0,3352,0,0,0,0.0111,0,0
user_086,59.63,android,tashkent,15,0,59.63,2,354.49,0f46c8b72a1b,0,0,1,0,0,0,297,0,0,0,0.0219,0,0
user_330,165.92,android,tashkent,21,0,165.92,3,540.2,9b8da75cb65f,0,0,1,0,0,0,614,0,0,0,0.0631,0,0
user_147,67.86,android,almaty,9,0,67.86,2,1313.53,dae0eec582d9,0,0,1,0,0,0,303,0,0,0,0.025,0,0
user_345,19.54,windows,almaty,8,0,19.54,14,686.69,844044af4c9e,0,0,1,0,0,0,2536,0,0,0,0.0063,1,0
user_156,66.53,windows,fergana,5,0,66.53,2,868.08,560a4ce9b251,0,0,1,0,0,0,1534,0,0,0,0.0245,1,0
user_306,71.34,ios,samarkand,5,0,71.34,10,1349.55,2e440bdc61a0,0,0,1,0,0,0,2175,0,0,0,0.0264,0,0
user_156,52.55,windows,fergana,13,0,52.55,11,687.75,91332182ea14,0,0,1,0,0,0,3051,0,0,0,0.0191,0,0
user_332,86.13,ios,samarkand,8,0,86.13,11,577.46,bc2fae0f48e2,0,0,1,0,0,0,3463,0,0,0,0.0321,0,0
user_483,58.58,chrome,samarkand,8,0,58.58,8,1289.41,cac15b51e1b1,0,0,1,0,0,0,537,0,0,0,0.0214,0,0
user_502,31.35,ios,tashkent,23,0,31.35,3,1314.35,4f3cdb357b0b,0,0,1,0,0,0,3428,0,0,0,0.0109,0,0
user_320,89.8,safari,almaty,16,0,89.8,7,530.04,f2938a36d6d1,0,1,0,0,0,0,2495,0,1,0,0.0336,1,0
user_354,155.72,ios,istanbul,12,0,155.72,8,864.71,8600c1716317,1,0,1,0,0,0,942,0,0,0,0.0591,1,0
user_264,138.05,chrome,tashkent,1,0,138.05,3,1388.86,4fe5d3288c8d,0,0,1,0,0,0,2155,0,0,0,0.0523,1,0
user_104,90.18,android,tashkent,8,0,90.18,2,108.21,4badb2e93ae6,0,0,1,0,0,0,1262,0,0,0,0.0337,0,0
user_162,277.22,windows,tashkent,23,0,277.22,13,86.12,0f82d9b08333,0,0,1,0,0,0,896,1,0,0,0.1063,0,0
user_077,28.67,android,dubai,7,0,28.67,13,758.38,9a32ba9b4fc4,0,0,1,0,0,0,2026,0,0,0,0.0098,1,0
user_219,100.28,android,tashkent,6,0,100.28,8,440.65,620ce4d3589b,0,0,1,0,0,0,1617,0,0,0,0.0376,0,0
user_516,26.97,ios,almaty,1,0,26.97,3,850.41,79256c35baaf,1,0,1,0,0,1,3384,0,0,0,0.0092,1,0
user_237,122.88,windows,tashkent,18,0,122.88,7,1051.26,33eb4b3f1015,0,0,1,0,0,0,1041,0,0,0,0.0464,0,0
user_379,209.84,windows,bukhara,22,0,209.84,12,127.39,7e8fc8070b32,0,0,1,0,0,0,1353,0,0,0,0.0801,0,0
user_381,29.81,ios,tashkent,17,0,29.81,1,1274.14,977dbe529c21,0,0,1,0,0,0,1001,0,0,0,0.0103,1,0
user_195,15.82,windows,tashkent,23,0,15.82,14,420.41,db43c6e5c782,0,0,1,0,0,0,2734,0,0,0,0.0049,1,0
user_386,98.61,android,samarkand,13,1,98.61,20,22.98,eb5a54a39b04,1,1,1,1,0,1,131,1,1,0,0.037,7,1
user_361,105.22,ios,tashkent,13,0,105.22,6,505.22,54b1e72a6ebf,0,0,1,0,0,0,1270,0,0,0,0.0395,0,0
user_358,12.97,android,tashkent,5,0,12.97,12,1214.17,c15428a2066b,0,0,1,0,0,0,3223,0,0,0,0.0038,0,0
user_424,33.88,ios,bukhara,10,0,33.88,12,270.62,539f3cfbcafd,0,0,1,0,0,0,2676,0,0,0,0.0119,1,0
user_442,86.2,android,tashkent,21,0,86.2,13,70.43,1437cd8354dc,0,0,1,0,0,0,2421,0,0,0,0.0322,1,0
user_082,149.71,ios,fergana,7,0,149.71,9,1400.24,e770cf423b60,1,0,1,0,0,0,706,0,0,0,0.0568,0,0
user_449,68.01,ios,tashkent,10,0,68.01,12,1412.69,b1a419e311d3,0,0,1,0,0,0,2627,0,0,0,0.0251,0,0
user_222,20.12,android,samarkand,1,0,20.12,3,393.35,6428fb8680eb,0,0,1,0,0,0,2400,0,0,0,0.0065,0,0
user_357,39.71,windows,samarkand,14,0,39.71,14,43.19,2493c799deba,0,0,1,0,0,0,3090,0,0,0,0.0141,1,0
user_553,16.82,windows,fergana,1,0,16.82,7,940.74,44c813d749f3,0,0,1,0,0,0,2644,0,0,0,0.0052,1,0
user_325,49.88,chrome,samarkand,22,0,49.88,13,944.33,e550178482ee,0,0,1,0,0,0,3295,0,0,0,0.0181,0,0
user_094,51.74,ios,samarkand,23,0,51.74,6,1355.9,7b39fbf6ada1,1,0,0,0,0,0,3130,0,1,0,0.0188,1,0
user_228,16.69,android,tashkent,9,0,16.69,8,450.84,b883b50fb310,0,0,1,0,0,1,1543,0,0,0,0.0052,1,0
user_120,149.25,ios,dubai,15,0,149.25,3,297.2,bed653dabf90,0,0,1,0,0,0,880,0,0,0,0.0566,1,0
user_176,70.21,linux,tashkent,10,0,70.21,3,899.1,7c7ffff30794,0,0,1,0,0,0,2429,0,0,0,0.026,1,0
user_265,26.96,ios,fergana,12,0,26.96,4,824.78,9d81d73fd944,0,0,1,0,0,0,3508,0,0,0,0.0092,0,0
user_094,17.52,ios,samarkand,23,0,17.52,3,1042.01,7b39fbf6ada1,0,0,1,0,0,0,798,0,0,0,0.0055,0,0
user_142,21.47,windows,dubai,1,0,21.47,9,1278.03,e5ed95127ba4,0,0,1,0,0,1,691,0,1,0,0.0071,0,0
user_009,31.49,chrome,tashkent,23,0,31.49,11,819.24,72df54cbed0f,0,0,1,0,0,0,2992,0,0,0,0.0109,1,0
user_476,61.07,android,tashkent,0,0,61.07,4,241.61,f13fb4303e6a,0,0,1,0,0,0,637,0,0,0,0.0224,0,0
user_374,56.06,android,tashkent,3,0,56.06,6,873.36,229ab71a5746,0,0,1,0,0,0,727,0,0,0,0.0205,1,0
user_106,78.52,windows,samarkand,15,0,78.52,8,557.48,c57b9401a4c8,0,0,0,0,0,0,2980,0,0,0,0.0292,1,0
user_513,14.97,android,tashkent,22,0,14.97,11,668.36,ef37f7156c08,0,0,1,0,0,0,328,0,0,0,0.0045,0,0
user_160,42.25,ios,fergana,6,0,42.25,13,1382.87,69ac3576bc28,0,0,1,0,0,0,1264,0,0,0,0.0151,0,0
user_199,78.06,android,tashkent,17,0,78.06,8,812.48,dea7d0eb8567,0,0,1,0,0,0,1387,0,0,0,0.029,0,0
user_253,662.28,ios,fergana,10,0,662.28,5,241.0,4e23d9deec59,0,0,1,0,1,1,2833,0,0,0,0.2557,0,0
user_418,29.83,ios,bukhara,23,0,29.83,5,654.85,e4f6f657d152,0,0,1,0,1,0,1924,0,1,0,0.0103,1,0
user_510,21.43,chrome,tashkent,16,0,21.43,6,352.09,2b48a0522fa1,0,0,1,0,0,0,734,0,0,0,0.007,0,0
user_109,82.65,linux,almaty,17,0,82.65,10,221.03,b56b617a3271,0,0,1,0,0,0,1305,0,0,0,0.0308,1,0
user_346,44.08,android,dubai,7,0,44.08,7,1034.25,f36d7400d62e,0,0,1,0,0,0,3414,0,0,0,0.0158,0,0
user_418,35.62,ios,bukhara,16,0,35.62,13,916.28,eef829f9b126,0,0,1,0,0,0,764,0,0,0,0.0125,0,0
user_497,79.12,safari,almaty,0,0,79.12,13,731.88,e0f99947d29d,0,0,1,0,0,0,3563,0,0,0,0.0294,1,0
user_062,139.49,ios,tashkent,22,0,139.49,10,626.77,be14e7c3dd86,0,0,1,0,0,0,2474,0,0,0,0.0528,1,0
user_024,32.79,linux,tashkent,12,0,32.79,14,484.33,3d993247ab81,0,0,1,0,0,0,1324,0,0,0,0.0114,1,0
user_296,61.06,ios,fergana,20,0,61.06,7,154.09,9c607e7b6c33,0,0,1,0,0,0,1247,0,0,0,0.0224,1,0
user_437,182.92,safari,fergana,12,0,182.92,13,451.97,1a72b05eab36,0,0,1,0,0,1,1218,0,0,0,0.0697,0,0
user_285,71.33,android,tashkent,21,0,71.33,4,1212.14,cb43742506ec,0,0,1,0,0,0,727,0,0,0,0.0264,0,0
user_182,55.74,android,bukhara,0,0,55.74,6,1134.98,b2be592be1dd,0,0,1,0,0,0,703,0,0,0,0.0203,0,0
user_080,40.41,chrome,tashkent,14,0,40.41,7,1400.97,fa3d94198b51,0,0,1,0,0,0,1384,0,0,0,0.0144,1,0
user_246,27.12,windows,tashkent,16,0,27.12,5,955.05,4e9d5b19c3f6,0,0,0,0,0,0,2046,0,0,0,0.0092,1,0
user_186,71.61,android,tashkent,9,0,71.61,5,810.63,f51e6bef3706,0,0,1,0,0,0,2469,0,0,0,0.0265,1,0
user_333,108.94,windows,tashkent,16,0,108.94,2,447.42,8b2e5c9d66c8,0,0,1,1,0,0,1954,0,0,0,0.041,0,0
user_278,51.8,safari,bukhara,22,0,51.8,7,138.37,82c0db6833ca,0,0,1,0,0,0,2971,0,0,0,0.0188,1,0
user_329,40.77,safari,istanbul,15,0,40.77,12,901.41,61c633b9ea17,0,0,1,0,0,0,1001,0,0,0,0.0145,1,0
user_238,237.31,android,almaty,15,0,237.31,6,718.31,1caa0e58a538,0,0,1,0,0,0,2225,0,0,1,0.0908,0,0
user_067,56.51,chrome,almaty,15,0,56.51,11,1100.3,aec81437c30d,0,0,1,0,0,0,3041,0,1,0,0.0206,0,0
user_298,30.59,chrome,almaty,11,0,30.59,1,610.72,437a4db81586,0,0,1,1,0,0,352,0,0,0,0.0106,0,0
user_418,47.01,ios,bukhara,6,0,47.01,4,1419.63,9ba5b373de69,0,0,1,0,0,0,3361,0,0,0,0.017,0,0
user_239,38.21,android,tashkent,3,0,38.21,3,590.63,254b2f79510a,0,0,1,0,0,1,2133,0,0,0,0.0135,0,0
user_419,26.27,windows,dubai,20,0,26.27,12,499.63,6a763e662ffe,0,0,1,0,0,0,1726,0,0,0,0.0089,1,0
user_258,30.36,windows,istanbul,4,1,30.36,15,8.2,3a16d267a3d3,1,1,0,0,1,1,122,1,0,0,0.0105,8,1
user_226,98.65,android,tashkent,3,0,98.65,7,587.66,724444db522a,0,0,1,1,0,0,2824,0,0,0,0.037,0,0
user_498,88.37,android,tashkent,9,0,88.37,11,1257.97,94e4e731ae1c,0,0,1,0,0,0,3084,0,0,0,0.033,0,0
user_172,91.36,ios,tashkent,21,0,91.36,12,68.57,bf83861ef4ed,0,0,1,0,0,0,2219,0,1,0,0.0342,0,0
user_584,85.18,chrome,istanbul,20,0,85.18,10,1006.56,aa40db7e603c,0,0,1,0,0,0,1974,0,0,0,0.0318,0,0
user_219,122.86,android,istanbul,7,0,122.86,4,131.31,1837992b5efa,0,0,1,0,0,0,656,0,0,0,0.0464,1,0
user_208,76.79,ios,istanbul,19,0,76.79,12,239.01,83765042354e,0,0,1,0,0,0,3092,0,1,0,0.0285,0,0
user_267,152.43,android,almaty,23,0,152.43,8,1017.11,8da98c4c279f,0,0,1,0,0,0,1230,0,0,0,0.0579,1,0
user_518,69.46,emulator,samarkand,1,1,69.46,30,25.64,db2d9bef095e,0,1,1,0,1,0,3,1,1,0,0.0257,5,1
user_573,110.97,android,tashkent,17,0,110.97,9,326.71,6f73369e7268,0,0,0,0,0,0,3244,0,0,0,0.0418,1,0
user_417,82.8,ios,tashkent,11,0,82.8,3,1160.15,bbb1a1de4ca8,0,0,1,0,0,0,1920,0,0,0,0.0308,0,0
user_305,28.44,windows,istanbul,7,0,28.44,5,1364.21,63d0f0030693,0,0,1,0,0,0,2292,0,0,0,0.0098,1,0
user_277,36.58,chrome,tashkent,2,0,36.58,4,357.66,227e562cb6a0,0,0,0,0,0,0,2276,0,1,0,0.0129,0,0
user_178,124.28,windows,samarkand,15,1,124.28,22,2.72,14bba71c4215,1,0,0,1,1,0,13,1,0,0,0.0469,10,1
user_597,68.65,android,bukhara,21,0,68.65,12,1036.84,0296430e6a86,0,0,1,0,0,0,2217,0,0,0,0.0254,1,0
user_492,25.51,windows,tashkent,12,0,25.51,10,1179.56,35197e38da78,0,0,0,0,0,1,579,0,0,0,0.0086,1,0
user_095,95.16,safari,bukhara,12,0,95.16,6,1438.82,3cae6690f5af,0,0,1,0,0,0,3316,0,0,0,0.0356,0,0
user_576,90.94,android,dubai,14,0,90.94,11,415.45,2567d08a6a3e,0,0,1,0,0,1,2175,0,0,0,0.034,1,0
user_332,146.74,ios,samarkand,18,0,146.74,10,814.83,fa40c6fdf4b0,0,0,0,0,0,0,2693,0,1,0,0.0557,1,0
user_341,59.1,safari,tashkent,17,0,59.1,4,218.97,1dc5f3ae9bc2,0,0,1,0,0,0,1672,0,0,0,0.0217,1,0
user_004,9.69,ios,fergana,12,0,9.69,8,496.48,eec008c94c9a,0,0,0,0,0,1,589,0,0,0,0.0025,0,0
user_016,96.21,ios,istanbul,19,0,96.21,3,93.41,139ef9901267,0,0,1,0,0,0,2503,0,0,0,0.036,1,0
user_144,63.01,unknown,samarkand,22,0,63.01,11,327.28,f78514e50186,0,0,1,0,0,0,2542,0,0,0,0.0232,0,0
user_412,35.49,android,bukhara,8,0,35.49,5,744.23,617b085c4ddc,0,0,1,0,0,0,1385,0,0,0,0.0125,1,0
user_012,44.4,ios,bukhara,13,0,44.4,13,260.9,37363b5148a3,0,0,1,0,0,0,511,0,0,0,0.0159,1,0
user_324,67.74,windows,samarkand,12,0,67.74,1,1284.03,8fc243f124e8,0,0,1,0,0,0,3511,0,0,0,0.025,0,0
user_575,11.4,chrome,fergana,22,0,11.4,13,1031.54,fd95ddbfd194,0,0,0,0,0,0,1908,0,0,0,0.0031,0,0
user_150,82.88,ios,istanbul,23,0,82.88,6,69.11,e2f65bef8839,0,0,1,0,0,0,1845,0,0,0,0.0309,0,0
user_496,93.83,ios,fergana,17,0,93.83,11,1266.15,bdcb34dd2b9f,0,0,1,0,0,0,3468,0,0,0,0.0351,0,0
user_545,64.69,ios,almaty,16,0,64.69,5,1408.02,8318fdaf06ff,0,0,1,0,0,0,3512,0,0,0,0.0238,1,0
user_568,18.15,chrome,istanbul,4,0,18.15,8,737.62,b77aa80e3a6c,0,0,1,0,0,0,755,0,0,0,0.0058,1,0
user_210,76.61,android,tashkent,19,0,76.61,9,473.6,bfcf6d9827bf,0,0,0,0,0,0,781,0,0,0,0.0284,0,0
user_363,45.27,windows,tashkent,19,0,45.27,8,401.48,4fa8839c9993,0,0,1,0,0,0,208,0,0,0,0.0163,1,0
user_264,413.87,chrome,tashkent,2,0,413.87,8,153.26,d4cd7fb14ae2,0,0,1,0,0,0,2886,0,0,0,0.1593,0,0
user_097,46.19,android,fergana,16,0,46.19,12,723.17,1678011c1d22,0,0,0,0,0,0,1651,0,0,0,0.0166,1,0
user_468,36.89,chrome,dubai,15,0,36.89,14,100.7,a579d208e82d,0,0,1,0,0,0,2797,0,0,0,0.013,0,0
user_349,53.72,chrome,dubai,9,0,53.72,13,740.41,bb3d5f1fe443,0,0,1,0,0,0,711,0,0,0,0.0196,0,0
user_446,88.75,ios,tashkent,16,0,88.75,3,386.09,d3f263c8485c,0,0,1,0,0,0,1221,0,0,0,0.0332,0,0
user_186,95.4,android,almaty,15,0,95.4,4,701.77,bbd398b8527f,0,0,1,0,0,0,2687,0,0,0,0.0357,0,0
user_182,124.99,emulator,tashkent,4,0,124.99,11,619.92,aa3fbe7af898,0,0,0,0,0,0,3044,0,0,0,0.0472,0,0
user_207,103.33,android,bukhara,6,0,103.33,4,460.21,ba3e14715bb0,0,0,1,0,0,0,2093,0,0,0,0.0388,1,0
user_567,54.34,ios,fergana,12,0,54.34,14,662.58,1dc23df9f8cb,0,0,1,0,0,0,2155,0,0,0,0.0198,1,0
user_141,237.78,chrome,samarkand,7,0,237.78,11,698.39,97714ab1b050,0,0,1,0,1,0,579,0,0,0,0.091,1,0
user_431,140.5,windows,fergana,6,0,140.5,5,1205.51,29214ca5badb,0,0,1,0,0,0,1522,0,0,0,0.0532,0,0
user_239,31.38,chrome,tashkent,22,0,31.38,13,968.75,30a291453a15,0,0,1,0,0,0,1079,0,0,0,0.0109,1,0
user_369,87.4,windows,tashkent,18,0,87.4,9,640.75,45f6581a0e0f,0,0,1,0,0,0,3124,0,0,0,0.0326,1,0
user_598,91.7,ios,tashkent,22,0,91.7,12,1306.39,f53fa4d1fd64,0,0,1,0,1,0,3478,0,0,0,0.0343,1,0
user_248,67.52,ios,tashkent,9,0,67.52,9,1095.59,5395bdbb040c,0,1,1,0,0,0,1602,0,0,0,0.0249,0,0
user_329,49.87,safari,istanbul,18,0,49.87,10,136.76,ebbcd7743a42,0,0,1,0,0,1,2855,0,0,0,0.0181,1,0
user_349,69.32,android,tashkent,20,0,69.32,13,246.78,6484e53e2e3d,0,0,1,0,0,0,576,0,0,0,0.0256,1,0
user_387,39.74,safari,tashkent,0,0,39.74,12,145.15,9cfd56b8a9ec,0,0,1,0,0,0,1716,0,0,0,0.0141,1,0
user_594,222.96,android,fergana,18,0,222.96,14,479.6,aed364ffffd5,0,0,1,0,0,0,3339,0,0,0,0.0852,0,0
user_573,133.06,android,tashkent,9,0,133.06,1,644.26,de60eb8b71d5,0,0,1,0,0,1,1212,0,0,0,0.0503,0,0
user_341,14.36,safari,samarkand,19,0,14.36,14,740.99,6fb121c6c4d6,0,0,1,0,0,0,991,0,0,0,0.0043,1,0
user_579,76.09,windows,samarkand,17,0,76.09,14,1230.49,525c6019fb3a,0,1,1,0,0,0,2307,0,0,0,0.0282,1,0
user_080,22.03,chrome,tashkent,22,0,22.03,8,55.32,fe553eb59cc3,0,0,1,0,1,0,2848,0,0,0,0.0073,0,0
user_250,131.5,ios,tashkent,13,0,131.5,14,633.89,76d08935fd17,0,0,1,0,0,0,2420,0,0,0,0.0497,1,0
user_588,55.4,ios,tashkent,21,0,55.4,1,609.51,e48e440aa8e3,0,0,1,0,0,0,470,0,0,0,0.0202,1,0
user_091,17.05,ios,tashkent,7,0,17.05,2,1365.94,8d4d6e7b4373,0,0,1,0,0,0,2181,0,0,1,0.0053,1,0
user_336,165.03,android,tashkent,1,0,165.03,7,369.86,e27b0b23afd5,0,0,1,0,0,0,2520,0,1,0,0.0627,1,0
user_378,61.59,android,tashkent,22,0,61.59,8,202.59,d3f150cd6581,0,0,1,0,0,0,1040,0,1,0,0.0226,1,0
user_363,131.07,chrome,tashkent,19,0,131.07,1,230.59,dccd8c89872e,0,0,1,0,0,0,3575,0,1,0,0.0496,0,0
user_317,68.72,android,fergana,18,0,68.72,3,763.4,0aa16cb46067,0,0,1,0,0,0,1213,0,0,0,0.0254,1,0
user_258,24.42,windows,tashkent,18,0,24.42,7,581.17,cee414a3f680,0,0,1,0,0,1,733,0,0,0,0.0082,1,0
user_080,33.07,chrome,almaty,0,0,33.07,13,1093.34,c6d5de36e608,0,0,1,0,0,0,3266,0,0,0,0.0116,1,0
user_376,34.27,safari,samarkand,8,0,34.27,9,485.69,5b24f19bdcef,0,0,1,0,0,0,2025,0,0,0,0.012,1,0
user_057,35.07,android,samarkand,6,0,35.07,8,210.43,4604f8b8b388,0,0,1,0,0,0,736,0,0,0,0.0123,0,0
user_551,7.06,android,dubai,5,0,7.06,8,575.49,9a1c3a0450bf,0,0,1,0,0,0,2958,0,1,0,0.0015,1,0
user_080,44.15,chrome,tashkent,9,0,44.15,9,1275.08,dc7859f00e24,0,0,1,0,0,0,1750,0,1,0,0.0159,1,0
user_520,137.17,android,almaty,19,0,137.17,10,601.79,b79a58f5efcf,0,0,0,0,1,1,2856,0,0,0,0.0519,1,0
user_128,44.52,ios,tashkent,18,0,44.52,3,1205.42,98d4367e056a,0,0,1,0,0,0,1341,1,0,0,0.016,1,0
user_418,20.94,ios,bukhara,20,0,20.94,8,553.86,1289fd4a05f5,0,0,1,0,0,0,2113,0,0,0,0.0068,0,0
user_336,114.24,android,tashkent,20,0,114.24,1,426.75,3121ff3d2604,1,1,1,0,0,0,2455,0,0,0,0.043,1,0
user_209,24.18,ios,dubai,13,0,24.18,8,1122.56,47183a1f1d34,0,0,0,0,0,0,2355,0,0,0,0.0081,1,0
user_082,462.56,ios,fergana,1,0,462.56,13,325.02,215fd2c625af,0,0,1,0,0,0,655,0,0,0,0.1782,0,0
user_018,29.03,chrome,fergana,14,0,29.03,7,356.88,e8139649f3da,0,0,1,0,0,0,3329,0,0,0,0.01,0,0
user_464,108.96,chrome,fergana,21,0,108.96,13,100.24,8b42bc40110e,0,1,1,0,0,0,2263,0,0,0,0.041,0,0
user_106,11.79,windows,samarkand,23,0,11.79,8,294.86,2bac0b37ba0d,0,0,1,0,0,0,3524,0,0,1,0.0033,1,0
user_534,29.05,windows,samarkand,4,0,29.05,1,564.13,fe1b6493700d,0,0,0,0,0,0,1353,0,0,0,0.01,1,0
user_545,32.05,ios,bukhara,1,0,32.05,6,593.4,5618ab650954,0,0,1,0,0,0,1285,0,0,0,0.0112,1,0
user_043,64.65,windows,foreign_ip,3,1,64.65,23,8.03,fbeba0b9962c,1,0,0,1,0,0,19,0,0,1,0.0238,7,1
user_326,56.71,chrome,tashkent,17,0,56.71,14,706.37,e963ceb47f9d,0,0,1,0,0,1,2916,0,0,0,0.0207,0,0
user_175,73.58,windows,tashkent,0,0,73.58,11,836.39,9f9fc98dea60,0,0,1,0,0,0,3429,0,0,0,0.0273,1,0
user_526,221.19,ios,tashkent,10,0,221.19,5,297.09,36e674d6de8a,0,0,1,0,0,0,3613,0,0,0,0.0845,1,0
user_547,89.19,ios,tashkent,0,0,89.19,14,895.66,af6857c524dc,0,0,1,0,0,0,2282,0,1,0,0.0333,0,0
user_468,80.59,chrome,tashkent,18,0,80.59,5,504.54,62d0346366d9,0,0,1,0,0,0,573,0,0,0,0.03,1,0
user_010,19.65,ios,bukhara,15,0,19.65,7,1064.96,aa974a9970aa,0,0,1,0,0,0,196,0,1,0,0.0063,0,0
user_396,40.54,windows,bukhara,17,0,40.54,11,815.66,fe373bd08fa5,0,0,1,0,0,0,3446,0,0,0,0.0145,0,0
user_598,58.66,ios,tashkent,11,0,58.66,3,811.52,ad879b143cf4,0,0,1,0,0,0,3168,0,0,0,0.0215,1,0
user_158,38.19,emulator,tashkent,9,1,38.19,29,5.26,7127367a027b,1,0,1,1,1,1,45,1,1,0,0.0135,5,1
user_383,83.5,linux,dubai,10,0,83.5,7,499.56,492129b4d2c6,0,0,1,0,0,0,1790,0,0,0,0.0311,0,0
user_273,44.04,ios,tashkent,11,0,44.04,1,635.22,a5686e0fc8e6,0,0,1,0,1,0,2753,0,0,0,0.0158,1,0
user_261,154.07,unknown,tashkent,4,0,154.07,12,851.89,f02073374896,0,0,1,0,1,0,1664,0,0,0,0.0585,1,0
user_123,199.49,chrome,almaty,22,0,199.49,2,624.39,7c4224b1d8ae,0,0,1,0,0,0,1792,0,0,0,0.0761,1,0
user_553,91.74,windows,fergana,18,0,91.74,12,656.4,674322849e72,0,0,1,0,0,0,1684,0,0,0,0.0343,1,0
user_006,70.72,android,bukhara,13,0,70.72,4,414.21,2f86ce3b2d35,0,1,1,0,0,0,2757,0,0,0,0.0262,0,0
user_423,60.8,android,tashkent,20,0,60.8,13,435.21,63e3c4b578c9,0,0,1,0,0,0,3390,0,0,0,0.0223,1,0
user_439,40.38,ios,istanbul,8,0,40.38,8,1015.53,901aceb7a858,0,0,1,0,0,0,2528,0,0,0,0.0144,0,0
user_027,47.72,windows,dubai,18,0,47.72,11,36.04,92313794a218,0,0,1,0,0,0,3253,0,0,0,0.0172,1,0
user_182,81.3,safari,tashkent,13,0,81.3,13,164.36,5ba3da167954,0,0,1,0,0,0,771,0,0,0,0.0303,1,0
user_165,46.13,windows,almaty,18,0,46.13,14,1367.82,b8dc3feeaa23,0,0,1,0,0,0,3532,0,0,0,0.0166,1,0
user_359,231.22,windows,bukhara,5,0,231.22,10,293.7,38d1059bd3e7,0,0,1,0,0,0,2198,0,1,0,0.0884,1,0
user_382,161.36,android,istanbul,11,0,161.36,6,619.55,7e8fd6b88d96,0,0,1,0,0,0,3258,0,0,0,0.0613,0,0
user_034,18.68,ios,almaty,17,0,18.68,1,1228.06,63e51997b298,0,0,1,0,0,0,577,0,0,0,0.006,1,0
user_570,30.22,chrome,tashkent,9,0,30.22,10,30.14,60268bfbc3bf,0,0,1,0,0,0,1777,0,0,0,0.0104,0,0
user_512,24.05,android,almaty,12,0,24.05,5,1334.5,5a66430e5d18,0,0,1,0,0,0,2028,0,0,0,0.0081,0,0
user_452,53.53,linux,fergana,22,0,53.53,7,105.42,8e3ae736015a,0,0,1,0,0,0,3111,0,0,0,0.0195,1,0
user_414,52.6,safari,tashkent,8,0,52.6,13,270.93,e6c4db637c69,0,0,1,0,0,0,595,0,1,0,0.0191,0,0
user_344,15.6,windows,dubai,15,0,15.6,6,71.04,c6032c2bf7a2,0,0,1,0,0,1,2058,0,0,0,0.0048,0,0
user_314,23.66,android,tashkent,11,0,23.66,13,762.52,0a72a2de5070,0,0,0,0,0,0,1831,0,0,0,0.0079,0,0
user_027,24.25,android,dubai,22,0,24.25,13,1359.76,dadc488d0e17,0,0,1,0,0,0,2583,0,0,0,0.0081,0,0
